State,Station,acq_date,Min,Max,Max_wind_direction,Max_wind,RH_9,RH_3,Rain
TAS,94029,43691,3.3,15.6,NNW,37,84,51,N
TAS,94029,43692,6.9,18.5,NW,72,56,45,N
TAS,94029,43693,7.9,11.4,W,44,79,74,Y
TAS,94029,43694,6.4,15,NNW,35,75,51,Y
TAS,94029,43695,7,17.7,NNW,59,72,40,N
TAS,94029,43696,4.4,13.9,SW,57,58,46,Y
TAS,94029,43697,5.5,16,W,120,80,73,Y
TAS,94029,43698,5.8,11.6,W,93,74,73,Y
TAS,94029,43699,4.1,10.9,SW,69,62,56,Y
TAS,94029,43700,1.9,16.2,NNW,54,65,47,Y
TAS,94029,43701,7.9,17.9,NW,67,57,42,N
TAS,94029,43702,4.7,11.5,WSW,43,65,59,Y
TAS,94029,43703,5.6,14.8,NW,63,63,47,N
TAS,94029,43704,9.4,14.8,,,50,56,Y
TAS,94029,43705,8.1,10.1,SSW,61,82,65,Y
TAS,94029,43706,2.9,13.6,NNW,30,67,57,Y
TAS,94029,43707,2.6,15.5,NNW,28,75,49,N
TAS,94029,43708,4.7,18.2,NNW,56,55,38,N
TAS,94029,43647,10,17.9,NW,94,49,46,Y
TAS,94029,43648,8.1,12,WNW,81,69,55,Y
TAS,94029,43649,5.5,14.5,NNW,30,71,60,Y
TAS,94029,43650,4.1,12.7,NNW,28,89,63,N
TAS,94029,43651,2.4,12.5,NNW,35,97,66,N
TAS,94029,43652,2.1,11.6,NNW,35,95,68,N
TAS,94029,43653,3.8,12.2,NW,35,89,72,N
TAS,94029,43654,3.2,14.5,NNW,39,89,65,Y
TAS,94029,43655,6.4,13.9,NW,46,78,57,N
TAS,94029,43656,8.4,16.2,NNW,76,68,44,N
TAS,94029,43657,7.9,14.1,NW,70,73,53,Y
TAS,94029,43658,6.2,9.3,NNW,57,82,69,Y
TAS,94029,43659,4.8,9.4,NNW,59,81,65,Y
TAS,94029,43660,5.3,10.6,W,72,85,57,Y
TAS,94029,43661,4.5,15.7,WSW,74,63,47,Y
TAS,94029,43662,9.5,13.9,WSW,80,60,54,N
TAS,94029,43663,9.7,13.3,WSW,67,65,63,N
TAS,94029,43664,5.1,11.4,NNW,54,72,60,Y
TAS,94029,43665,7,14.9,W,67,50,50,Y
TAS,94029,43666,4.6,15.3,N,46,74,49,N
TAS,94029,43667,6.9,15.4,NW,78,63,45,N
TAS,94029,43668,7,17.7,NNW,80,64,42,Y
TAS,94029,43669,8.9,12.7,NW,57,66,48,Y
TAS,94029,43670,5.6,13.4,NW,52,65,68,N
TAS,94029,43671,7.2,16.8,NW,50,66,49,N
TAS,94029,43672,9.6,14.6,SW,44,75,48,Y
TAS,94029,43673,1.9,11.7,NNW,54,66,56,N
TAS,94029,43674,5.9,14.3,NW,44,74,53,N
TAS,94029,43675,7.9,11.5,SSW,54,77,60,Y
TAS,94029,43676,3.7,11.4,SW,39,64,55,N
TAS,94029,43677,1.8,12.8,NNW,33,79,57,N
TAS,94029,43617,5.9,17,NW,33,80,55,N
TAS,94029,43618,5.3,10.8,SSW,50,84,82,N
TAS,94029,43619,6.6,10.2,SW,48,72,54,Y
TAS,94029,43620,4.4,11.3,SW,35,73,61,Y
TAS,94029,43621,3.3,14.7,NNW,83,66,62,N
TAS,94029,43622,9.4,17.1,SW,50,63,53,N
TAS,94029,43623,7.9,17,WNW,59,64,52,Y
TAS,94029,43624,3.2,12.8,NNW,37,82,55,N
TAS,94029,43625,5.2,13.2,NNW,33,76,61,N
TAS,94029,43626,7.7,14.5,NW,57,91,85,Y
TAS,94029,43627,9.1,17.6,NNW,44,68,62,Y
TAS,94029,43628,7,12.8,NW,41,81,84,N
TAS,94029,43629,6.6,15.6,NW,56,80,57,Y
TAS,94029,43630,8.6,13.7,NNW,44,66,63,N
TAS,94029,43631,5.7,13.2,NW,35,69,53,N
TAS,94029,43632,3.2,12.8,NNW,28,82,55,Y
TAS,94029,43633,4.4,12,NW,37,82,65,N
TAS,94029,43634,5.2,14.5,SW,48,72,55,N
TAS,94029,43635,6.7,10.6,SW,59,62,71,Y
TAS,94029,43636,3.7,12.1,SW,43,76,66,N
TAS,94029,43637,5.1,11.7,SSW,46,70,70,Y
TAS,94029,43638,4.6,10.8,NNW,20,81,73,N
TAS,94029,43639,1.1,12.4,NNW,22,90,61,N
TAS,94029,43640,1.8,10,NW,33,90,62,Y
TAS,94029,43641,-0.2,9.9,NNW,41,82,61,N
TAS,94029,43642,2.1,14.2,NNW,31,81,48,N
TAS,94029,43643,3.9,12.7,NNW,46,81,58,N
TAS,94029,43644,4.9,18.1,NNW,41,61,52,N
TAS,94029,43645,11.1,17.8,N,56,82,63,N
TAS,94029,43646,10.5,15.5,NW,63,62,51,N
NT,14015,43952,25.5,34,ESE,35,63,32,N
NT,14015,43953,21.6,32.5,ESE,41,30,23,N
NT,14015,43954,21.4,32.5,SE,41,26,20,N
NT,14015,43955,22.1,32.8,SE,41,31,26,N
NT,14015,43956,24.3,33.8,E,41,33,37,N
NT,14015,43957,23.4,32.6,ESE,33,54,34,N
NT,14015,43958,21,32.9,ESE,31,57,36,N
NT,14015,43959,22.5,33,ESE,33,75,37,N
NT,14015,43960,24,33.6,ESE,33,70,33,N
NT,14015,43961,23.5,34.3,E,35,68,31,N
NT,14015,43962,24.4,32.7,ESE,39,49,32,N
NT,14015,43963,22.9,33,SE,41,51,33,N
NT,14015,43964,24.1,33.8,ESE,39,48,30,N
NT,14015,43965,24.8,33.1,ESE,43,71,38,N
NT,14015,43966,25,33.8,E,44,48,33,N
NT,14015,43967,24.1,33.6,E,41,52,45,N
NT,14015,43968,24.9,34.2,ESE,44,58,36,N
NT,14015,43969,23.7,32.9,E,43,45,34,N
NT,14015,43970,23.6,34.4,E,37,64,37,N
NT,14015,43971,24,34,E,44,82,40,Y
NT,14015,43972,25.4,28.9,SE,44,39,41,N
NT,14015,43973,19.8,25,SSE,43,79,76,Y
NT,14015,43974,19.3,25.7,SSE,44,59,46,N
NT,14015,43975,18.6,27.3,ESE,43,34,17,N
NT,14015,43976,18.9,29.8,ESE,46,40,24,N
NT,14015,43977,18.3,29.8,ENE,31,68,45,N
NT,14015,43978,21.1,31.2,E,35,67,36,N
NT,14015,43979,20.8,32,ENE,31,64,27,N
NT,14015,43980,19.9,32.5,E,35,52,26,N
NT,14015,43981,19.9,32.8,ENE,31,74,43,N
NT,14015,43982,21,32.3,WNW,28,68,57,N
NT,14015,43922,25.4,34,N,26,68,57,Y
NT,14015,43923,26.9,33.5,N,24,71,61,N
NT,14015,43924,25.7,33.2,ENE,30,81,62,Y
NT,14015,43925,26.7,33.7,WNW,37,80,59,Y
NT,14015,43926,24.7,29.3,ESE,43,94,80,Y
NT,14015,43927,24.7,33.9,NNE,46,83,50,N
NT,14015,43928,24.4,34.1,ESE,30,72,46,N
NT,14015,43929,25.4,33.6,E,26,72,59,N
NT,14015,43930,23.4,31.1,ESE,33,88,58,Y
NT,14015,43931,24.5,31.9,S,37,65,83,Y
NT,14015,43932,20.5,29.2,S,37,87,73,Y
NT,14015,43933,23.8,32.9,ENE,30,80,61,N
NT,14015,43934,23.8,34.1,ENE,46,78,49,Y
NT,14015,43935,25.9,34.1,ESE,28,75,39,Y
NT,14015,43936,25.8,34.2,E,37,75,42,Y
NT,14015,43937,25.9,34.3,NE,28,74,48,N
NT,14015,43938,25.8,34,NNE,33,77,60,N
NT,14015,43939,25.5,33.3,ESE,52,76,63,N
NT,14015,43940,23.7,33.1,NNW,26,80,66,Y
NT,14015,43941,25.9,34.2,NNW,28,73,56,Y
NT,14015,43942,26.5,34.3,SSW,31,77,65,Y
NT,14015,43943,25.7,35,NNW,26,80,57,N
NT,14015,43944,25.5,35.3,ESE,44,71,34,N
NT,14015,43945,24.2,34.2,E,35,63,44,N
NT,14015,43946,25.7,35.4,E,35,63,35,N
NT,14015,43947,25.4,34.7,NW,28,68,51,N
NT,14015,43948,25.1,34.9,E,37,72,29,N
NT,14015,43949,24.6,34.7,ENE,24,73,49,N
NT,14015,43950,25,34.4,WNW,28,77,49,N
NT,14015,43951,25.6,35.8,NW,28,68,54,N
NT,14015,43891,25.9,33.1,NNW,31,82,65,Y
NT,14015,43892,25.8,32.5,WNW,54,80,70,Y
NT,14015,43893,26.1,31.4,WNW,63,81,79,Y
NT,14015,43894,26,33,WSW,35,77,63,Y
NT,14015,43895,26.5,32.8,WNW,30,74,60,N
NT,14015,43896,26.5,33.4,WNW,33,77,62,N
NT,14015,43897,24.4,32.7,SW,48,92,65,Y
NT,14015,43898,25.1,31.2,SSE,30,94,92,Y
NT,14015,43899,23.9,27,ESE,43,98,91,Y
NT,14015,43900,23.2,32.1,NW,31,87,65,Y
NT,14015,43901,25.4,33.4,WNW,33,77,58,N
NT,14015,43902,25.7,33.2,NW,33,71,60,N
NT,14015,43903,26.8,33.5,WNW,33,71,61,N
NT,14015,43904,27.7,34,W,44,74,65,N
NT,14015,43905,22.6,33.2,SSE,46,89,69,Y
NT,14015,43906,24.2,34.3,ESE,33,70,49,Y
NT,14015,43907,25.7,33.9,ENE,33,83,50,N
NT,14015,43908,25.6,33,NNW,35,80,67,Y
NT,14015,43909,24.5,33.9,NE,43,71,42,Y
NT,14015,43910,26,34.1,NE,39,64,52,N
NT,14015,43911,26.1,34.9,E,35,72,44,N
NT,14015,43912,24,34.8,SE,41,58,37,N
NT,14015,43913,26.6,33.9,NNW,31,75,67,N
NT,14015,43914,26.5,31.8,NNE,31,79,82,Y
NT,14015,43915,24.2,32,ENE,46,83,75,Y
NT,14015,43916,24.1,32.7,ENE,35,86,63,Y
NT,14015,43917,25.9,33.7,NE,30,75,51,N
NT,14015,43918,24.9,35.1,NE,30,80,40,N
NT,14015,43919,25.4,34.6,NW,31,76,62,N
NT,14015,43920,26.4,35.9,NNW,26,73,61,N
NT,14015,43921,25.3,33.4,ENE,44,63,70,N
NT,14015,43862,28.5,33.5,WNW,37,68,63,N
NT,14015,43863,29.2,33.3,W,46,70,63,N
NT,14015,43864,27.8,32.7,NW,37,73,60,N
NT,14015,43865,25.7,32.2,NW,41,74,68,Y
NT,14015,43866,26.2,33,WNW,31,89,62,Y
NT,14015,43867,26.6,34.4,WNW,28,67,53,Y
NT,14015,43868,28.3,34.2,WNW,37,72,59,N
NT,14015,43869,26.8,34.5,W,39,77,54,Y
NT,14015,43870,29,34.1,WNW,43,75,94,N
NT,14015,43871,26.4,34.3,ENE,44,73,63,Y
NT,14015,43872,24,30.6,WNW,48,81,74,Y
NT,14015,43873,27.3,34.2,SSW,31,77,56,N
NT,14015,43874,28.9,34.8,W,41,74,61,N
NT,14015,43875,28.7,34.2,W,37,74,60,N
NT,14015,43876,28.8,34.6,WNW,41,72,63,N
NT,14015,43877,24.8,33.1,SSE,46,76,70,N
NT,14015,43878,28.5,34.5,SW,63,78,64,N
NT,14015,43879,26.6,34.3,ESE,63,73,72,N
NT,14015,43880,23.8,34.3,WNW,35,63,67,Y
NT,14015,43881,21.9,32.1,ESE,69,72,74,Y
NT,14015,43882,23.5,32.6,WNW,48,79,57,Y
NT,14015,43883,24.5,34.1,WSW,39,74,68,Y
NT,14015,43884,29,33.7,WNW,41,75,70,N
NT,14015,43885,28.7,33.8,W,44,71,61,N
NT,14015,43886,28.6,33.7,W,46,73,58,N
NT,14015,43887,29.7,32.9,WNW,50,78,71,N
NT,14015,43888,24.3,31,W,65,98,76,Y
NT,14015,43889,24,30.7,NW,48,87,80,Y
NT,14015,43890,26.2,32.4,S,26,84,77,Y
NT,14015,43831,23.6,34.4,WSW,41,85,66,Y
NT,14015,43832,25.9,34.5,NNW,31,76,58,Y
NT,14015,43833,26.3,34.7,NNW,26,76,58,N
NT,14015,43834,26.6,35,NW,37,62,49,N
NT,14015,43835,26.7,34.6,N,39,75,55,N
NT,14015,43836,26.3,34.6,WNW,46,75,74,N
NT,14015,43837,25.3,34.1,NW,22,79,53,Y
NT,14015,43838,27.4,32.4,SW,37,73,55,Y
NT,14015,43839,26.8,31.2,W,41,75,79,Y
NT,14015,43840,25.1,27.2,N,50,90,96,Y
NT,14015,43841,24.6,30.1,N,41,92,75,Y
NT,14015,43842,25.3,33.9,S,35,79,87,N
NT,14015,43843,25.3,33.6,WNW,37,76,59,Y
NT,14015,43844,25.2,33.6,WNW,37,77,67,Y
NT,14015,43845,26.3,34.8,WNW,35,77,49,Y
NT,14015,43846,28.7,34.2,WNW,33,71,56,N
NT,14015,43847,26.2,31.4,W,33,75,89,N
NT,14015,43848,23.9,34.1,WNW,33,73,58,Y
NT,14015,43849,28.7,31.3,W,52,73,75,Y
NT,14015,43850,24.8,30.2,W,61,93,78,Y
NT,14015,43851,22.7,29.9,W,76,85,82,Y
NT,14015,43852,23.2,28.4,W,70,96,98,Y
NT,14015,43853,22.7,32.8,WNW,39,79,69,Y
NT,14015,43854,27.1,33.2,WNW,41,77,63,N
NT,14015,43855,28.5,33.2,WNW,35,75,64,N
NT,14015,43856,28,33.8,WNW,35,72,57,N
NT,14015,43857,28.5,33.9,WNW,43,73,67,N
NT,14015,43858,29,34,WNW,41,73,69,N
NT,14015,43859,26.4,32.1,SSW,56,86,70,Y
NT,14015,43860,22.5,33.3,WNW,46,74,87,Y
NT,14015,43861,27.5,33.4,WNW,35,68,62,Y
NT,14015,43800,29.7,34,SE,46,60,59,N
NT,14015,43801,23.7,34.5,N,35,67,66,Y
NT,14015,43802,26.3,35.1,NNW,33,62,51,N
NT,14015,43803,26,35.1,WNW,26,76,84,Y
NT,14015,43804,26.4,36,WNW,35,71,44,Y
NT,14015,43805,26.9,36.5,NW,33,64,38,N
NT,14015,43806,26.7,36.3,WNW,35,70,44,N
NT,14015,43807,25.5,35.9,ENE,43,46,49,N
NT,14015,43808,27.1,37.1,NW,30,65,52,N
NT,14015,43809,28,35.8,S,48,53,45,N
NT,14015,43810,25.3,35.6,NE,41,65,49,N
NT,14015,43811,26.9,35.4,ENE,44,69,57,Y
NT,14015,43812,26.6,35.9,WNW,43,63,55,Y
NT,14015,43813,26.1,34.6,NE,57,71,88,N
NT,14015,43814,21.7,34.4,SE,28,68,64,Y
NT,14015,43815,26.9,34.6,WNW,35,69,60,N
NT,14015,43816,27.2,35.4,S,50,68,43,N
NT,14015,43817,24.6,35.9,NW,30,54,58,N
NT,14015,43818,26.6,35.6,ENE,76,64,65,N
NT,14015,43819,27.2,35.1,NNW,26,59,57,N
NT,14015,43820,27.2,34.8,SE,44,68,51,Y
NT,14015,43821,25.3,36,NNW,26,63,48,N
NT,14015,43822,27.4,35.5,WNW,26,56,45,N
NT,14015,43823,27.2,36.1,SE,56,59,45,N
NT,14015,43824,22.6,35.4,NNW,28,70,49,Y
NT,14015,43825,26.7,35.3,NW,35,65,48,N
NT,14015,43826,30.2,34.2,NE,67,66,67,N
NT,14015,43827,23.6,33.8,SSW,39,77,72,Y
NT,14015,43828,27,34.2,NW,31,75,62,Y
NT,14015,43829,25.3,33.9,N,39,89,59,Y
NT,14015,43830,25.7,35.1,SE,43,71,61,Y
NT,14015,43770,23.7,32.1,W,33,70,58,Y
NT,14015,43771,26.7,33.4,NW,41,64,47,N
NT,14015,43772,26.2,34.1,WNW,33,63,56,Y
NT,14015,43773,27.4,32.7,WNW,28,60,59,N
NT,14015,43774,21.8,31.1,ESE,44,93,65,Y
NT,14015,43775,23,36.1,ESE,37,74,35,Y
NT,14015,43776,26.1,34.1,N,39,71,47,Y
NT,14015,43777,25.8,33.6,NNW,31,65,55,N
NT,14015,43778,26.5,34.7,WNW,31,51,51,N
NT,14015,43779,25.3,35.2,ENE,39,62,54,N
NT,14015,43780,25.6,35.8,WNW,28,55,26,N
NT,14015,43781,25.3,34.9,NW,28,54,40,N
NT,14015,43782,27.6,34.8,SSE,43,64,55,N
NT,14015,43783,27.4,34.5,S,46,66,79,N
NT,14015,43784,25.1,34.6,WNW,39,68,61,Y
NT,14015,43785,25.8,34.7,NW,39,63,53,N
NT,14015,43786,26.7,34.7,ENE,57,63,53,N
NT,14015,43787,26,33.9,NW,28,64,53,N
NT,14015,43788,25.8,35.7,ENE,43,49,50,N
NT,14015,43789,25.3,34.6,S,54,69,54,N
NT,14015,43790,25.2,34.8,WNW,31,73,58,Y
NT,14015,43791,26,35.3,W,31,66,43,N
NT,14015,43792,26.4,36.1,E,61,51,51,N
NT,14015,43793,22.5,33.8,NNW,24,65,50,N
NT,14015,43794,26.7,34.8,SE,56,64,47,N
NT,14015,43795,23.8,34.8,NW,31,65,52,N
NT,14015,43796,25.6,35,NNW,30,61,39,Y
NT,14015,43797,25.6,35.1,WNW,37,63,46,N
NT,14015,43798,27.2,35.1,WNW,35,63,53,N
NT,14015,43799,26.8,34.6,WNW,33,63,51,N
NT,14015,43739,23.4,33.8,NNE,41,62,57,N
NT,14015,43740,23.1,34.1,N,35,77,46,N
NT,14015,43741,24,34.2,NNE,37,69,43,N
NT,14015,43742,23.6,34.4,NNW,37,60,41,N
NT,14015,43743,24,34.2,N,39,59,34,N
NT,14015,43744,23.1,33.9,N,31,61,33,N
NT,14015,43745,24.3,33.3,N,31,55,45,N
NT,14015,43746,23.6,33.1,WNW,28,65,51,N
NT,14015,43747,24.1,33.5,NNW,37,66,61,N
NT,14015,43748,25.3,34,NW,33,73,59,N
NT,14015,43749,23.6,34.5,NW,50,63,61,N
NT,14015,43750,24.5,34.8,NW,28,56,37,N
NT,14015,43751,24.3,33.8,NNW,35,68,55,N
NT,14015,43752,21.8,35.8,N,46,61,18,N
NT,14015,43753,22.2,35.1,N,37,59,27,N
NT,14015,43754,23.6,32.5,WNW,39,62,54,N
NT,14015,43755,23.2,34.4,N,35,62,45,N
NT,14015,43756,23.5,36.4,N,41,63,24,N
NT,14015,43757,24.6,36,NNE,37,52,39,N
NT,14015,43758,24,35.2,N,31,62,59,N
NT,14015,43759,24.9,38.2,E,48,69,37,N
NT,14015,43760,24.8,35,NNW,41,52,45,N
NT,14015,43761,25.2,35.6,N,50,57,44,N
NT,14015,43762,25.3,35.5,NNE,48,60,41,N
NT,14015,43763,26.7,33.1,NW,35,64,51,N
NT,14015,43764,26.8,34.2,NE,37,69,55,N
NT,14015,43765,24.7,31.2,S,30,73,74,N
NT,14015,43766,24.4,32.7,ESE,26,65,57,Y
NT,14015,43767,24.1,34.5,E,31,47,75,Y
NT,14015,43768,24.4,32.9,NNW,30,66,61,Y
NT,14015,43769,25.4,33.8,WNW,33,65,52,N
NT,14015,43709,18,32,NNW,30,63,39,N
NT,14015,43710,19.1,32.9,WNW,33,62,35,N
NT,14015,43711,19.9,31.9,N,33,61,41,N
NT,14015,43712,20.5,32.7,N,37,65,40,N
NT,14015,43713,20.2,30.2,NW,30,58,47,N
NT,14015,43714,20.6,30.9,NNW,31,61,52,N
NT,14015,43715,22,31.1,NNW,37,66,57,N
NT,14015,43716,20.2,34.2,ESE,37,66,49,N
NT,14015,43717,21.4,36.3,S,43,63,7,N
NT,14015,43718,20.4,33.4,ESE,54,26,6,N
NT,14015,43719,18.3,33.5,E,50,29,5,N
NT,14015,43720,18.6,33.3,ESE,57,35,22,N
NT,14015,43721,19.3,32.5,ESE,54,45,16,N
NT,14015,43722,19,32.9,E,63,35,22,N
NT,14015,43723,19.5,32.3,E,52,38,27,N
NT,14015,43724,21.2,32.7,N,35,68,45,N
NT,14015,43725,20.5,32.6,N,35,67,43,N
NT,14015,43726,22,31.9,N,35,64,42,N
NT,14015,43727,20.1,32.8,NNE,39,52,32,N
NT,14015,43728,20.4,30.9,WNW,31,68,48,N
NT,14015,43729,21.5,33.1,N,44,68,44,N
NT,14015,43730,23.5,33.1,E,41,70,49,N
NT,14015,43731,24,34.4,N,44,66,39,N
NT,14015,43732,24.8,32.2,N,33,64,53,N
NT,14015,43733,24.8,32.4,N,33,71,58,N
NT,14015,43734,22.7,35.3,NNE,46,69,38,N
NT,14015,43735,23.4,32.1,NNW,37,63,51,N
NT,14015,43736,23.4,32,NW,30,69,56,N
NT,14015,43737,23,33,N,30,67,44,N
NT,14015,43738,23.1,32.9,NW,35,66,58,N
NT,14015,43678,18.5,32.9,ESE,57,74,20,N
NT,14015,43679,19.2,31.3,ESE,41,45,12,N
NT,14015,43680,15.7,31.1,E,43,27,14,N
NT,14015,43681,18.2,31.9,ENE,48,43,29,N
NT,14015,43682,19.5,32.4,S,26,70,29,N
NT,14015,43683,21,32.7,E,35,65,34,N
NT,14015,43684,20.8,30.3,NW,30,65,56,N
NT,14015,43685,21.3,30.5,NW,28,77,51,N
NT,14015,43686,21.7,32.7,NW,30,66,40,N
NT,14015,43687,21.9,34,ESE,35,64,33,N
NT,14015,43688,20.4,33.8,ESE,44,28,12,N
NT,14015,43689,20.6,32.2,ESE,37,19,8,N
NT,14015,43690,17,30.9,ESE,46,16,9,N
NT,14015,43691,15.3,31.1,E,41,21,22,N
NT,14015,43692,16.1,30.5,NW,41,51,52,N
NT,14015,43693,19.8,30,NW,26,74,54,N
NT,14015,43694,21.2,30.5,NW,24,54,50,N
NT,14015,43695,21.2,32.1,WNW,28,58,55,N
NT,14015,43696,23.1,31.7,NNW,26,64,60,N
NT,14015,43697,23,33.8,ESE,44,24,13,Y
NT,14015,43698,19.2,31.7,SE,41,13,14,N
NT,14015,43699,19.8,32.3,NE,44,31,29,N
NT,14015,43700,18.3,30.9,NNW,30,61,43,N
NT,14015,43701,19.3,31.3,NNW,31,65,41,N
NT,14015,43702,19.4,30.7,NW,28,70,51,N
NT,14015,43703,19.7,32.4,SE,33,67,36,N
NT,14015,43704,19.9,34.9,E,48,65,15,N
NT,14015,43705,19.4,34.8,E,43,65,6,N
NT,14015,43706,17.9,32.5,E,50,18,6,N
NT,14015,43707,16.4,31.6,E,43,34,13,N
NT,14015,43708,15.6,31.6,N,31,44,29,N
NT,14015,43647,21.9,32.9,SE,54,65,31,N
NT,14015,43648,19.1,31.9,ENE,31,67,22,N
NT,14015,43649,17.8,30.7,E,31,67,21,N
NT,14015,43650,16.7,30.8,ESE,33,73,19,N
NT,14015,43651,14.4,29.2,NNW,30,49,42,N
NT,14015,43652,15.9,29.7,WNW,31,63,48,N
NT,14015,43653,17.7,31.2,E,44,62,20,N
NT,14015,43654,16.8,32.1,E,30,53,17,N
NT,14015,43655,18.4,32.3,E,39,71,40,N
NT,14015,43656,18.7,30.5,NNW,28,70,50,N
NT,14015,43657,18.5,30.3,SE,30,65,49,N
NT,14015,43658,19.1,32.1,NNW,35,63,45,N
NT,14015,43659,20.2,32,ESE,41,50,21,N
NT,14015,43660,18.2,30.3,ESE,52,35,18,N
NT,14015,43661,20.1,29.8,SE,41,31,15,N
NT,14015,43662,21.2,30.6,ESE,43,26,21,N
NT,14015,43663,19,30.6,E,41,26,16,N
NT,14015,43664,17.4,31.5,E,35,43,12,N
NT,14015,43665,18.1,32.1,NE,43,71,31,N
NT,14015,43666,18.3,32.5,SE,30,78,51,N
NT,14015,43667,17.9,30.3,ENE,28,77,50,N
NT,14015,43668,17.5,29.9,N,33,70,56,N
NT,14015,43669,16.8,33.3,ESE,46,74,12,N
NT,14015,43670,17.2,32.8,E,46,46,14,N
NT,14015,43671,19.6,32.6,E,31,52,40,N
NT,14015,43672,21.1,31.7,NE,33,74,37,N
NT,14015,43673,19.5,31.3,ENE,35,72,48,N
NT,14015,43674,19.5,31.6,SE,35,65,44,N
NT,14015,43675,19.1,31.2,WNW,28,75,49,N
NT,14015,43676,18.9,30.3,WNW,26,74,47,N
NT,14015,43677,18.9,32.6,ENE,37,65,46,N
NT,14015,43617,19.7,30.2,SE,41,27,28,N
NT,14015,43618,20,31,ESE,48,34,24,N
NT,14015,43619,21.4,29,SE,52,19,24,N
NT,14015,43620,21.1,26.2,SE,43,21,20,N
NT,14015,43621,20.3,28.3,E,44,22,14,N
NT,14015,43622,17.4,28.6,ESE,48,27,18,N
NT,14015,43623,19.4,30.3,ESE,35,30,27,N
NT,14015,43624,20.3,32,E,37,59,53,N
NT,14015,43625,21.9,32.4,E,39,67,52,N
NT,14015,43626,22.2,33.9,E,44,67,56,N
NT,14015,43627,22.5,33.9,E,39,63,35,N
NT,14015,43628,22.8,33.2,NNE,35,69,42,N
NT,14015,43629,22.4,32.5,NE,30,88,53,N
NT,14015,43630,20.4,32.8,E,31,77,35,N
NT,14015,43631,20.3,32,E,30,71,47,N
NT,14015,43632,19.7,32.5,N,37,67,53,N
NT,14015,43633,20.7,32.5,ESE,41,83,25,N
NT,14015,43634,19.4,32.5,SE,41,59,21,N
NT,14015,43635,18.6,30.3,E,37,38,17,N
NT,14015,43636,17.6,31.1,ESE,41,25,21,N
NT,14015,43637,17.5,30.1,ESE,39,29,20,N
NT,14015,43638,18,30.4,E,35,40,24,N
NT,14015,43639,15.7,30.1,E,43,31,16,N
NT,14015,43640,15.6,30.1,E,35,24,8,N
NT,14015,43641,12.7,30.3,E,44,23,10,N
NT,14015,43642,14.9,29.8,ESE,37,21,10,N
NT,14015,43643,14.5,30.3,ENE,33,56,19,N
NT,14015,43644,17,29,NW,28,61,46,N
NT,14015,43645,17.6,32,ENE,41,61,29,N
NT,14015,43646,19.3,33.4,E,39,52,34,N
