State,Station,acq_date,Min,Max,Max_wind_direction,Max_wind,RH_9,RH_3,Rain
ACT,70351,43617,-0.7,15.2,S,30,99,51,Y
ACT,70351,43618,-1.6,15.7,NNW,30,90,51,N
ACT,70351,43619,2.9,11.4,S,57,87,64,Y
ACT,70351,43620,4.4,11.4,S,69,67,59,Y
ACT,70351,43621,3.3,12.3,S,46,63,50,N
ACT,70351,43622,-3.9,14.6,W,19,95,47,N
ACT,70351,43623,-1.3,17,SE,17,87,44,Y
ACT,70351,43624,-0.1,11.2,NNW,20,99,78,N
ACT,70351,43625,0.6,16,NW,28,100,70,N
ACT,70351,43626,4.5,14.5,NNW,54,99,85,Y
ACT,70351,43627,3.8,16.3,NW,26,99,48,Y
ACT,70351,43628,0.6,17.4,NNW,50,100,64,N
ACT,70351,43629,5.8,16.5,NW,39,99,55,Y
ACT,70351,43630,-2.2,14.5,WNW,30,98,47,N
ACT,70351,43631,-1.4,13.7,NW,19,99,60,N
ACT,70351,43632,-0.8,13.2,NNW,17,99,55,Y
ACT,70351,43633,1.1,15.6,SE,26,85,54,N
ACT,70351,43634,0.5,13.7,NW,37,99,59,N
ACT,70351,43635,-2.7,11.9,WNW,26,95,44,Y
ACT,70351,43636,-4.4,11,N,31,83,48,N
ACT,70351,43637,-4.9,11.4,S,37,99,40,N
ACT,70351,43638,-1.5,11.5,S,35,70,44,N
ACT,70351,43639,-3.8,10.8,SSW,39,75,57,Y
ACT,70351,43640,-0.8,13.6,ESE,33,81,55,N
ACT,70351,43641,-2.2,15.9,SSE,19,89,49,N
ACT,70351,43642,0.4,15,E,22,80,46,N
ACT,70351,43643,0.4,15.9,SE,17,99,55,N
ACT,70351,43644,-1.1,16.7,NNW,30,99,49,Y
ACT,70351,43645,-1.7,16.6,N,54,99,56,N
ACT,70351,43646,4.3,11.3,NNW,46,82,49,Y
ACT,70351,43647,-4.7,12.5,N,31,90,50,Y
ACT,70351,43648,-3.6,15,NW,37,96,34,N
ACT,70351,43649,-3.1,15.6,E,30,84,55,N
ACT,70351,43650,2.5,13.3,E,35,76,66,N
ACT,70351,43651,0,15.8,E,33,98,79,N
ACT,70351,43652,4.6,15.6,NE,26,99,51,Y
ACT,70351,43653,0.2,15.3,NNW,17,83,60,Y
ACT,70351,43654,7.3,15.9,NW,35,96,58,N
ACT,70351,43655,-1.2,13.4,WNW,39,90,48,N
ACT,70351,43656,3.9,10.8,NNW,57,83,64,N
ACT,70351,43657,6,10.6,NW,61,67,66,Y
ACT,70351,43658,7.7,13.1,NW,69,67,77,N
ACT,70351,43659,3.2,8.7,NNW,65,70,61,Y
ACT,70351,43660,1,8.6,NW,63,70,69,N
ACT,70351,43661,4.6,12.8,WNW,54,62,46,Y
ACT,70351,43662,-2.1,14,NW,46,86,47,N
ACT,70351,43663,4.4,12.5,WNW,54,66,50,N
ACT,70351,43664,5.9,13,NW,46,55,52,N
ACT,70351,43665,2.3,13.3,N,37,75,62,N
ACT,70351,43666,-0.7,12.7,NNW,28,95,61,N
ACT,70351,43667,-4.7,15.8,NW,44,99,43,N
ACT,70351,43668,-1.6,17.3,N,31,80,33,N
ACT,70351,43669,-2.4,16,WNW,59,58,46,N
ACT,70351,43670,7.8,13.5,WNW,57,53,46,N
ACT,70351,43671,-5.1,15.7,NW,24,85,36,N
ACT,70351,43672,-1.8,11.1,NW,19,93,68,N
ACT,70351,43673,0.2,16.2,WNW,28,100,48,Y
ACT,70351,43674,-3.3,14.3,NNW,31,97,51,N
ACT,70351,43675,-2.4,14.2,NW,37,89,73,N
ACT,70351,43676,-1.4,13.6,SSE,31,80,35,Y
ACT,70351,43677,-2.8,13.7,WNW,19,74,44,Y
ACT,70351,43678,-3.8,14.6,NW,28,83,48,N
ACT,70351,43679,0,15.2,NNW,30,73,39,N
ACT,70351,43680,-0.9,13.3,N,33,98,57,N
ACT,70351,43681,0.4,13.6,NW,24,93,53,N
ACT,70351,43682,0.9,11.9,N,33,93,55,N
ACT,70351,43683,-2.5,12.9,N,35,97,49,N
ACT,70351,43684,-5,16,NW,43,90,32,N
ACT,70351,43685,-3.5,12.6,WNW,63,93,55,Y
ACT,70351,43686,4.1,8.7,NNW,72,89,63,Y
ACT,70351,43687,0.8,8.8,W,52,87,63,Y
ACT,70351,43688,2,10.7,NNW,46,88,54,Y
ACT,70351,43689,-1.6,13,NW,35,75,52,N
ACT,70351,43690,-1.7,12.7,N,31,92,55,N
ACT,70351,43691,-4.1,10.2,N,24,99,60,N
ACT,70351,43692,-3.2,15.3,NNW,46,71,28,Y
ACT,70351,43693,-2.8,18.3,NW,52,76,30,N
ACT,70351,43694,0.3,17.8,E,37,61,35,N
ACT,70351,43695,-1.1,18.9,NW,70,99,36,N
ACT,70351,43696,2.6,9.4,WNW,56,73,49,Y
ACT,70351,43697,2.7,13.2,WNW,61,63,54,N
ACT,70351,43698,6.8,16.6,W,52,56,38,N
ACT,70351,43699,9,16.1,W,54,42,27,N
ACT,70351,43700,-5.2,14.7,NNW,31,64,30,N
ACT,70351,43701,-5.2,17.4,NW,56,60,32,N
ACT,70351,43702,0.1,18.3,N,46,43,27,N
ACT,70351,43703,5.1,13.7,NE,26,67,56,N
ACT,70351,43704,5,13.2,NE,20,88,57,Y
ACT,70351,43705,1.6,17,WNW,44,88,31,N
ACT,70351,43706,0.7,13.8,SSE,41,62,42,N
ACT,70351,43707,1.3,14.5,SE,39,63,46,N
ACT,70351,43708,0.6,17.2,NNE,26,70,37,N
ACT,70351,43709,-2.3,19.8,NW,39,70,25,N
ACT,70351,43710,0.5,19,NW,28,68,33,Y
ACT,70351,43711,2.9,21.7,NW,41,58,28,N
ACT,70351,43712,-0.3,22.2,NW,48,63,26,N
ACT,70351,43713,1.5,21.2,SW,31,55,33,N
ACT,70351,43714,5.7,20.1,W,69,65,53,N
ACT,70351,43715,5,11.8,WNW,69,61,52,Y
ACT,70351,43716,4,13.4,WNW,57,47,52,N
ACT,70351,43717,3.7,14.1,SSW,69,43,29,N
ACT,70351,43718,-0.5,16.3,SSW,35,50,24,N
ACT,70351,43719,-3.1,19.4,NNW,30,68,28,N
ACT,70351,43720,-0.9,19.2,NW,50,51,26,N
ACT,70351,43721,-2.8,22.3,N,50,55,17,N
ACT,70351,43722,-0.5,21.8,NNW,35,49,27,N
ACT,70351,43723,-0.4,24,NW,43,50,17,N
ACT,70351,43724,5.4,24.7,NNW,46,17,37,N
ACT,70351,43725,0.8,11.3,SE,50,82,70,Y
ACT,70351,43726,1.5,15.9,SE,35,59,60,N
ACT,70351,43727,10,20.1,ENE,31,87,52,N
ACT,70351,43728,5.6,23.3,NE,43,72,42,N
ACT,70351,43729,10.1,18.7,NW,52,69,77,N
ACT,70351,43730,6.9,17.2,NNW,50,49,37,Y
ACT,70351,43731,0.1,13.6,WNW,50,58,49,N
ACT,70351,43732,-2.9,16.9,N,44,68,39,Y
ACT,70351,43733,-0.9,17.9,ENE,30,63,34,N
ACT,70351,43734,4.4,18.2,NNW,35,65,37,N
ACT,70351,43735,0.7,20.8,WNW,54,62,29,N
ACT,70351,43736,3.7,18.1,NNW,31,42,35,N
ACT,70351,43737,2.2,20.2,N,48,65,29,N
ACT,70351,43738,3.6,19.7,E,43,57,29,N
ACT,70351,43739,5.6,21.1,NNW,31,64,26,N
ACT,70351,43740,1.8,24.7,NNW,43,49,24,N
ACT,70351,43741,4.2,28,NNW,39,44,19,N
ACT,70351,43742,5.7,28.1,WNW,44,33,27,N
ACT,70351,43743,12.1,19.2,ENE,33,84,53,Y
ACT,70351,43744,11.4,30.4,N,61,87,25,N
ACT,70351,43745,8.6,23.7,NW,54,51,34,N
ACT,70351,43746,8.4,18.7,W,54,55,63,N
ACT,70351,43747,1.7,16.3,S,39,63,42,Y
ACT,70351,43748,1,19.2,E,43,66,31,N
ACT,70351,43749,8.5,17.1,ESE,41,69,48,N
ACT,70351,43750,6.6,15.9,ESE,30,63,48,N
ACT,70351,43751,1.8,19.8,N,28,69,31,N
ACT,70351,43752,4.3,22.7,SSW,33,77,32,N
ACT,70351,43753,6.6,28,NW,56,60,29,N
ACT,70351,43754,7.8,24.8,NNW,67,64,28,N
ACT,70351,43755,9.5,16.1,WNW,69,72,34,Y
ACT,70351,43756,5.8,21,NNW,52,48,21,N
ACT,70351,43757,8.8,19.2,NW,78,42,29,N
ACT,70351,43758,-0.2,20.9,N,30,51,23,N
ACT,70351,43759,3.1,26.7,ENE,33,53,19,N
ACT,70351,43760,5.8,28.5,E,41,57,14,N
ACT,70351,43761,5.8,29.2,SW,80,67,11,N
ACT,70351,43762,6.8,31.2,W,39,32,12,N
ACT,70351,43763,9.1,31.1,NNW,91,33,18,N
ACT,70351,43764,12.3,18.2,NW,78,48,32,Y
ACT,70351,43765,4.6,20.5,NNW,43,45,25,N
ACT,70351,43766,3.7,22.9,W,39,52,21,N
ACT,70351,43767,5.6,27.4,NNW,50,64,24,N
ACT,70351,43768,8.8,29.3,W,28,47,13,N
ACT,70351,43769,7,31.7,NE,41,42,11,N
ACT,70351,43770,10.4,32.5,NNW,39,34,15,N
ACT,70351,43771,13.9,31.3,N,63,42,21,N
ACT,70351,43772,15.8,25.8,NNW,57,65,85,N
ACT,70351,43773,11.5,22.6,WNW,56,71,33,Y
ACT,70351,43774,8.6,19,S,35,55,35,Y
ACT,70351,43775,7.2,23.7,NW,70,40,25,N
ACT,70351,43776,11.3,19.4,WNW,70,46,35,N
ACT,70351,43777,12.7,18.8,NW,72,48,64,N
ACT,70351,43778,1.6,16.7,WNW,56,41,34,N
ACT,70351,43779,8.4,20.4,NNW,54,52,40,N
ACT,70351,43780,3.7,26.4,NW,50,53,19,N
ACT,70351,43781,5.8,26.6,NW,67,19,21,N
ACT,70351,43782,6.7,20.8,WNW,50,34,23,N
ACT,70351,43783,7.1,24.7,NW,52,43,28,N
ACT,70351,43784,11.8,25.7,NW,61,43,18,N
ACT,70351,43785,8.4,25.7,NW,50,40,13,N
ACT,70351,43786,9.6,25.1,E,52,59,17,N
ACT,70351,43787,6.8,27,NNW,59,48,18,N
ACT,70351,43788,8.4,32.5,WNW,57,22,10,N
ACT,70351,43789,8.4,31.4,ENE,33,56,17,N
ACT,70351,43790,10.9,39,NNW,54,37,7,N
ACT,70351,43791,16.9,34.9,NW,52,24,18,N
ACT,70351,43792,12.9,33.1,NNW,54,51,8,N
ACT,70351,43793,8.1,28.6,NNE,39,60,37,N
ACT,70351,43794,10.7,31.5,NW,52,57,24,N
ACT,70351,43795,15.4,27.3,NW,89,48,35,N
ACT,70351,43796,1.6,27.1,NW,43,40,14,N
ACT,70351,43797,5.6,30.3,N,46,24,8,N
ACT,70351,43798,12.6,33.1,N,65,42,8,N
ACT,70351,43799,11.8,23.8,NW,69,47,42,N
ACT,70351,43800,4.6,21.5,NW,63,37,30,N
ACT,70351,43801,7.4,15.1,WNW,57,65,69,Y
ACT,70351,43802,8.5,20.8,W,61,44,32,Y
ACT,70351,43803,12.6,24.1,WNW,57,37,18,N
ACT,70351,43804,11.2,28.2,WNW,63,31,12,N
ACT,70351,43805,15.7,28,WNW,50,26,10,N
ACT,70351,43806,11.1,29.7,WSW,52,19,12,N
ACT,70351,43807,11.1,29.9,ENE,43,61,23,N
ACT,70351,43808,14.9,34.9,NW,46,63,19,N
ACT,70351,43809,12.2,38.1,NW,59,30,6,N
ACT,70351,43810,11.3,32.7,NNW,44,62,17,N
ACT,70351,43811,12.8,30.5,ENE,57,53,26,N
ACT,70351,43812,12.8,27.8,E,48,62,29,N
ACT,70351,43813,9.2,29.6,W,48,67,22,N
ACT,70351,43814,12.9,29,W,54,58,22,N
ACT,70351,43815,10.6,32,E,48,24,16,N
ACT,70351,43816,12.1,32.5,E,48,54,21,N
ACT,70351,43817,12.2,36.8,NW,43,43,15,N
ACT,70351,43818,15.8,39.3,E,54,27,12,N
ACT,70351,43819,12.8,39,N,39,27,10,N
ACT,70351,43820,14.7,41.1,WNW,46,52,12,N
ACT,70351,43821,15.5,24.9,ENE,43,64,40,N
ACT,70351,43822,8.6,32.4,NE,31,67,20,N
ACT,70351,43823,15.3,28.8,NE,44,53,37,N
ACT,70351,43824,15.1,32.2,ENE,43,65,28,N
ACT,70351,43825,15.6,35,E,44,58,21,N
ACT,70351,43826,15.3,36.8,E,43,48,18,N
ACT,70351,43827,17.1,37.7,NW,52,42,13,N
ACT,70351,43828,19.6,36.1,WNW,33,32,18,N
ACT,70351,43829,17.6,39.8,NW,56,33,8,N
ACT,70351,43830,19.8,38,NW,74,14,9,N
ACT,70351,43831,13.5,33.2,NW,37,32,14,Y
ACT,70351,43832,10.7,33.2,E,41,64,19,N
ACT,70351,43833,15.6,37.8,NW,56,64,14,N
ACT,70351,43834,18.5,44,NNW,67,55,9,N
ACT,70351,43835,17.3,21.7,ESE,46,56,55,N
ACT,70351,43836,14.3,21.5,E,33,74,63,N
ACT,70351,43837,15,35,NW,46,67,26,Y
ACT,70351,43838,16.3,34.9,NNW,52,67,27,N
ACT,70351,43839,15.7,26.1,ESE,43,62,53,N
ACT,70351,43840,17.8,39.4,NW,48,67,20,N
ACT,70351,43841,15.5,28.3,SW,61,60,38,Y
ACT,70351,43842,14.4,22.1,E,41,61,53,N
ACT,70351,43843,9.7,26.9,ENE,39,58,33,N
ACT,70351,43844,12.7,32.1,E,48,65,23,N
ACT,70351,43845,15.3,33.2,NW,50,59,29,N
ACT,70351,43846,15.9,29.3,ESE,48,69,41,Y
ACT,70351,43847,16.5,24.8,ESE,43,76,54,Y
ACT,70351,43848,17.1,25.3,ESE,52,67,46,N
ACT,70351,43849,13.6,31.3,ESE,50,71,31,N
ACT,70351,43850,16,27.9,NNW,117,79,55,Y
ACT,70351,43851,14,27.6,NW,44,64,39,Y
ACT,70351,43852,11.8,34.3,NW,59,56,19,N
ACT,70351,43853,19.1,34.9,NNW,83,14,36,N
ACT,70351,43854,14.8,28.8,NW,56,50,23,Y
ACT,70351,43855,16.4,33.7,NW,50,69,16,N
ACT,70351,43856,16.9,34.7,NW,50,72,14,N
ACT,70351,43857,14.2,35.9,E,54,66,13,N
ACT,70351,43858,20.5,34.4,E,44,69,11,N
ACT,70351,43859,13.3,32,ENE,44,64,23,N
ACT,70351,43860,13.4,37.3,NNW,30,64,13,N
ACT,70351,43861,16.7,41.9,NNW,48,37,15,N
ACT,70351,43862,25.5,42.7,W,61,28,17,N
ACT,70351,43863,26.7,33.7,W,59,37,48,N
ACT,70351,43864,15.3,29.2,WNW,52,44,17,N
ACT,70351,43865,7,25.3,E,44,41,18,N
ACT,70351,43866,10,29.1,E,52,65,25,N
ACT,70351,43867,15.7,25.4,ENE,41,70,43,N
ACT,70351,43868,16.4,23.7,E,54,90,68,Y
ACT,70351,43869,16.3,23.9,SE,57,78,59,Y
ACT,70351,43870,15.5,18.4,SE,63,84,74,Y
ACT,70351,43871,15.4,27.6,ENE,39,100,57,Y
ACT,70351,43872,17.2,28.7,NNE,43,80,48,N
ACT,70351,43873,17.3,28.2,ESE,41,73,50,Y
ACT,70351,43874,19.4,27.4,ENE,43,78,54,N
ACT,70351,43875,14.5,29.2,ENE,28,76,44,Y
ACT,70351,43876,18.1,29.8,S,54,83,64,N
ACT,70351,43877,15.9,26,ESE,46,71,54,Y
ACT,70351,43878,16.6,26.3,ENE,33,77,60,N
ACT,70351,43879,17.8,31.2,WNW,57,83,46,N
ACT,70351,43880,14.5,21.1,WNW,56,60,48,Y
ACT,70351,43881,11,25.4,ENE,39,59,34,N
ACT,70351,43882,12.1,26.5,E,56,71,34,N
ACT,70351,43883,13.9,26.3,ENE,41,68,45,N
ACT,70351,43884,12.7,26.5,N,26,73,46,N
ACT,70351,43885,13.9,29.7,ESE,33,70,38,N
ACT,70351,43886,12.7,30.6,NW,37,65,37,N
ACT,70351,43887,18,29.8,,,69,30,N
ACT,70351,43888,10.3,26.2,NNW,39,76,23,N
ACT,70351,43889,6.8,28.3,ENE,50,44,22,N
ACT,70351,43890,10.5,26.7,N,28,73,39,N
ACT,70351,43891,11.9,31,N,50,74,23,N
ACT,70351,43892,13.1,31.1,WSW,41,45,23,N
ACT,70351,43893,14.6,19,E,31,75,69,N
ACT,70351,43894,14.5,19,NE,28,99,95,Y
ACT,70351,43895,15.1,19.6,N,31,97,99,Y
ACT,70351,43896,17.3,25.5,N,41,98,61,Y
ACT,70351,43897,14.6,23.2,E,39,74,49,Y
ACT,70351,43898,13,20.8,SSE,46,69,52,N
ACT,70351,43899,10.9,21.1,E,37,80,48,Y
ACT,70351,43900,8.6,23.7,E,35,75,42,N
ACT,70351,43901,10.6,24.1,E,35,79,42,N
ACT,70351,43902,8.9,24.3,ENE,28,80,44,N
ACT,70351,43903,8.9,25,WNW,41,83,44,N
ACT,70351,43904,8.6,18.2,S,50,89,51,Y
ACT,70351,43905,4.3,19.6,E,37,66,45,Y
ACT,70351,43906,7.2,20.5,E,43,64,50,N
ACT,70351,43907,7.1,22.9,N,26,76,43,N
ACT,70351,43908,7,25.2,N,39,80,40,N
ACT,70351,43909,10.6,28.1,NW,35,64,36,N
ACT,70351,43910,15,28.6,WNW,63,50,27,N
ACT,70351,43911,7.3,24.3,N,30,65,43,N
ACT,70351,43912,7.6,25.4,NW,41,99,30,N
ACT,70351,43913,11.8,21.5,E,39,60,42,N
ACT,70351,43914,8.7,23,ENE,26,75,47,N
ACT,70351,43915,12.9,24.9,E,44,91,45,Y
ACT,70351,43916,9.7,20.9,ESE,37,65,45,Y
ACT,70351,43917,11.5,21.5,E,35,80,54,N
ACT,70351,43918,5.3,22.1,NE,37,90,46,N
ACT,70351,43919,11.1,25,W,39,76,50,N
ACT,70351,43920,15.2,23.7,NW,41,96,59,Y
ACT,70351,43921,13.4,23.6,NNW,26,92,45,Y
ACT,70351,43922,10.1,25.8,N,31,99,37,N
ACT,70351,43923,13.8,20,NNW,37,98,99,Y
ACT,70351,43924,11.3,16.9,NW,28,90,79,Y
ACT,70351,43925,12.8,16.6,WNW,72,95,56,Y
ACT,70351,43926,9,14.3,NW,56,62,62,Y
ACT,70351,43927,10.3,18.5,NNW,39,81,50,N
ACT,70351,43928,6.1,18,ENE,28,64,56,N
ACT,70351,43929,12.2,18.9,ENE,35,73,62,N
ACT,70351,43930,10.3,20.5,E,35,72,54,N
ACT,70351,43931,12.5,18.5,NW,56,99,89,Y
ACT,70351,43932,11.1,17,WNW,76,69,49,Y
ACT,70351,43933,0.6,17.1,N,28,70,45,N
ACT,70351,43934,3.4,17.4,N,19,86,55,N
ACT,70351,43935,3.7,20.3,NNW,19,87,60,N
ACT,70351,43936,7.1,24.4,NW,33,77,35,N
ACT,70351,43937,14.1,22.6,NW,56,70,61,N
ACT,70351,43938,10,18.8,NW,54,57,44,N
ACT,70351,43939,7.4,18.5,NNW,39,67,47,N
ACT,70351,43940,1.3,17.9,N,26,76,33,N
ACT,70351,43941,7.7,18.2,NW,56,65,49,N
ACT,70351,43942,4.1,20.8,WNW,39,78,42,N
ACT,70351,43943,6.5,20.7,WNW,48,58,42,N
ACT,70351,43944,1.4,18.7,NW,39,78,49,N
ACT,70351,43945,6.9,22.3,WNW,39,60,44,N
ACT,70351,43946,3.1,20.8,NNW,37,99,55,N
ACT,70351,43947,8.2,17.5,NW,52,67,82,N
ACT,70351,43948,7.2,18.5,N,24,89,45,Y
ACT,70351,43949,4.1,21.9,NNW,33,97,54,Y
ACT,70351,43950,11.4,16.8,N,59,92,95,Y
ACT,70351,43951,8.9,9.7,NNW,50,94,95,Y
ACT,70351,43952,4.6,9.4,NW,69,92,86,Y
ACT,70351,43953,5.2,10.8,WNW,61,74,68,Y
ACT,70351,43954,0.4,14.2,WNW,31,76,59,N
ACT,70351,43955,-1.4,15.4,SSW,26,99,50,N
ACT,70351,43956,0.4,17.2,SE,17,84,47,Y
ACT,70351,43957,0.1,18,NNW,31,99,58,N
ACT,70351,43958,2.5,18.8,NW,50,99,58,N
ACT,70351,43959,6.7,19.8,NNW,54,70,53,N
ACT,70351,43960,8.2,16.4,NW,63,72,73,Y
ACT,70351,43961,3.6,11.6,WNW,44,53,55,Y
ACT,70351,43962,-3,13.8,NNW,22,85,45,N
ACT,70351,43963,-2.2,14.2,NNW,35,94,49,Y
ACT,70351,43964,3.4,15,N,20,88,51,N
ACT,70351,43965,2.4,15,E,26,70,51,N
ACT,70351,43966,0.8,15,ENE,22,77,31,N
ACT,70351,43967,2.2,16.1,SE,17,80,56,N
ACT,70351,43968,-0.5,17.1,NNE,22,91,49,N
ACT,70351,43969,0.3,17.3,NE,28,89,54,N
ACT,70351,43970,2.7,17.4,WNW,33,99,61,N
ACT,70351,43971,5.3,15.3,NNW,52,73,74,Y
ACT,70351,43972,5.8,14.3,SSW,46,96,51,N
ACT,70351,43973,6,12.9,S,52,66,59,N
ACT,70351,43974,7.5,11.3,SSW,39,83,79,Y
ACT,70351,43975,7.8,14.1,S,57,66,61,Y
ACT,70351,43976,3.8,13.6,S,48,68,68,N
ACT,70351,43977,3.8,15.2,ESE,39,75,60,N
ACT,70351,43978,3.1,14.3,N,20,86,70,N
ACT,70351,43979,3.1,16.6,NNW,24,99,58,N
ACT,70351,43980,-0.1,14.6,NNE,19,88,64,N
ACT,70351,43981,0.5,15.5,NNW,37,100,56,N
ACT,70351,43982,2.5,16,NNW,43,80,53,Y
NSW,66062,43617,10,20.4,SSW,44,66,57,N
NSW,66062,43618,10.7,20.8,W,30,71,61,N
NSW,66062,43619,12.5,17.6,W,48,76,46,N
NSW,66062,43620,7.5,14.1,SW,74,88,76,Y
NSW,66062,43621,9.3,15.2,SW,52,83,78,Y
NSW,66062,43622,7.5,19.6,SSW,33,70,42,Y
NSW,66062,43623,9.5,14.9,W,30,75,85,Y
NSW,66062,43624,11.2,14.8,W,24,92,84,Y
NSW,66062,43625,11.1,22.2,,,88,41,N
NSW,66062,43626,11.9,22,,,80,50,N
NSW,66062,43627,12.1,23.3,,,80,45,N
NSW,66062,43628,11.1,22,,,84,57,N
NSW,66062,43629,12.6,22.7,NNW,33,43,48,N
NSW,66062,43630,10.2,19.1,W,37,55,39,N
NSW,66062,43631,9,20.4,W,31,66,39,N
NSW,66062,43632,11.6,15.3,W,26,90,79,Y
NSW,66062,43633,11.2,15.6,SW,41,85,88,Y
NSW,66062,43634,11.1,18.7,WSW,31,86,57,Y
NSW,66062,43635,9.1,17.3,S,39,58,41,Y
NSW,66062,43636,6.1,16.5,W,30,68,53,N
NSW,66062,43637,7.5,15.9,W,44,60,38,N
NSW,66062,43638,6.8,15.9,SSW,48,58,56,N
NSW,66062,43639,7.1,16.8,SSW,48,73,61,Y
NSW,66062,43640,9.4,18,SSE,46,91,82,Y
NSW,66062,43641,11.1,16.9,SSE,30,91,78,Y
NSW,66062,43642,11.9,18.7,SSE,33,90,59,Y
NSW,66062,43643,10.6,20.1,WNW,24,90,57,Y
NSW,66062,43644,11.6,20.5,NNE,33,87,59,Y
NSW,66062,43645,9.6,20.8,NE,46,90,58,N
NSW,66062,43646,10.4,18,WSW,46,51,34,N
NSW,66062,43647,7.4,18.3,W,35,65,50,N
NSW,66062,43648,7.2,20.4,WNW,28,69,27,N
NSW,66062,43649,8,19.4,SSE,33,66,58,N
NSW,66062,43650,9.5,18,ESE,41,89,59,Y
NSW,66062,43651,13.2,19,SE,33,87,68,Y
NSW,66062,43652,11,18.6,E,30,91,53,Y
NSW,66062,43653,11.5,19.3,W,26,91,60,Y
NSW,66062,43654,11.6,20.8,NW,31,83,57,N
NSW,66062,43655,9.8,18.5,W,37,64,40,Y
NSW,66062,43656,8.1,17.6,NW,50,64,36,N
NSW,66062,43657,10.3,19.9,WNW,56,43,24,N
NSW,66062,43658,11.8,20.1,NW,59,51,36,N
NSW,66062,43659,12,15.6,W,72,43,28,N
NSW,66062,43660,7.2,17.4,W,48,52,28,N
NSW,66062,43661,9.2,18.8,W,52,49,28,N
NSW,66062,43662,9,21.5,WSW,46,57,25,N
NSW,66062,43663,9.6,19.8,WSW,61,58,36,N
NSW,66062,43664,10.2,20.8,W,41,54,25,N
NSW,66062,43665,6.4,20.9,WSW,41,49,29,N
NSW,66062,43666,7,21.1,N,28,72,41,N
NSW,66062,43667,8.4,23.9,N,30,42,43,N
NSW,66062,43668,11.7,23.4,N,26,54,32,N
NSW,66062,43669,10.1,23.6,WNW,35,69,19,N
NSW,66062,43670,11.4,20.6,W,39,46,25,N
NSW,66062,43671,8,20.3,W,31,58,38,N
NSW,66062,43672,8.4,18.6,SSW,26,75,44,N
NSW,66062,43673,9.9,20.2,SW,30,63,55,N
NSW,66062,43674,9,20.1,WNW,28,74,41,N
NSW,66062,43675,7.9,21.3,W,28,66,36,N
NSW,66062,43676,9.8,15.4,SW,48,83,55,Y
NSW,66062,43677,8.8,17.6,SSW,41,75,62,Y
NSW,66062,43678,9.7,20.5,WNW,28,72,39,Y
NSW,66062,43679,9.7,18.9,WNW,28,74,50,Y
NSW,66062,43680,8.1,22.5,SE,30,75,26,N
NSW,66062,43681,7.9,19.3,W,35,59,57,N
NSW,66062,43682,9.5,19.7,ENE,28,78,58,N
NSW,66062,43683,7.4,19.3,WNW,26,52,37,N
NSW,66062,43684,7.1,23.4,ENE,30,45,33,N
NSW,66062,43685,9.9,20.2,W,74,36,35,N
NSW,66062,43686,12.5,17.2,WNW,87,39,28,N
NSW,66062,43687,9.5,15.5,W,69,51,28,N
NSW,66062,43688,8.8,16.1,NW,56,46,29,N
NSW,66062,43689,9.3,19,W,44,53,38,Y
NSW,66062,43690,7.5,18.6,W,31,54,45,N
NSW,66062,43691,7.6,19.3,W,30,59,46,N
NSW,66062,43692,6.4,21.1,W,28,55,23,N
NSW,66062,43693,7,24.6,W,26,50,28,N
NSW,66062,43694,11.2,20.4,SSE,39,46,40,N
NSW,66062,43695,9.3,19.9,WSW,54,68,62,N
NSW,66062,43696,11.5,16.8,W,69,37,23,N
NSW,66062,43697,7.9,21.7,W,57,45,21,N
NSW,66062,43698,9.4,22,W,67,42,28,N
NSW,66062,43699,12.3,18.6,W,78,42,43,N
NSW,66062,43700,6.9,19.7,W,35,48,36,N
NSW,66062,43701,6.6,25.5,W,30,51,16,N
NSW,66062,43702,10.1,22.9,SE,43,45,53,N
NSW,66062,43703,13.4,15.8,ESE,35,83,74,N
NSW,66062,43704,12.5,17.5,SSE,35,72,69,Y
NSW,66062,43705,9.8,21.1,WSW,30,74,59,Y
NSW,66062,43706,10.7,14.5,SSE,57,69,85,Y
NSW,66062,43707,11.1,14.8,SSE,56,78,85,Y
NSW,66062,43708,11.9,17.3,SSE,41,79,72,Y
NSW,66062,43709,9.9,23.4,NNE,31,65,52,N
NSW,66062,43710,11.8,20.6,SSE,48,58,50,N
NSW,66062,43711,10.6,23.2,WNW,26,59,32,N
NSW,66062,43712,10.4,27.7,W,44,53,19,N
NSW,66062,43713,14.9,20.8,S,30,59,56,N
NSW,66062,43714,14.4,28.8,W,91,56,59,N
NSW,66062,43715,11,19.2,W,74,34,23,Y
NSW,66062,43716,11.7,19.9,W,67,32,22,Y
NSW,66062,43717,11,17.4,W,57,36,36,N
NSW,66062,43718,8.3,17.4,SSE,54,44,48,Y
NSW,66062,43719,8.1,19.2,W,28,60,50,N
NSW,66062,43720,9.1,26.8,WNW,33,65,14,N
NSW,66062,43721,13.7,19.6,S,35,64,56,N
NSW,66062,43722,11.7,20.5,SW,37,48,46,N
NSW,66062,43723,9.5,27.7,NNE,28,52,37,N
NSW,66062,43724,15.7,27,SSE,74,16,66,N
NSW,66062,43725,8.8,14.6,SE,67,90,88,Y
NSW,66062,43726,10.6,17.9,SSE,57,89,88,Y
NSW,66062,43727,14.5,20.6,ENE,35,88,68,Y
NSW,66062,43728,16.3,20.6,ENE,46,68,68,Y
NSW,66062,43729,17.5,23,NE,43,72,64,N
